timestamp,date,hour,daypart,day_of_week,month,month_num,country,continent,endpoint,method,status_code,bytes_sent,duration_ms,age_group,gender,ip_address,user_agent
2025-01-01 04:16:42,2025-01-01,4,Night,Wednesday,January,1,United States,North America,/events,POST,301,53534,344,35-44,Female,205.51.245.173,Safari/iOS
2025-01-01 04:51:49,2025-01-01,4,Night,Wednesday,January,1,United Kingdom,Europe,/,POST,200,46386,1513,35-44,Female,197.75.72.237,Chrome/Android
2025-01-01 04:58:05,2025-01-01,4,Night,Wednesday,January,1,Nigeria,Africa,/,GET,200,31916,2627,35-44,Female,189.13.96.116,Firefox/Windows
2025-01-01 05:07:40,2025-01-01,5,Morning,Wednesday,January,1,Nigeria,Africa,/ai-assistant,GET,200,20166,2812,25-34,Male,176.67.48.7,Edge/Windows
2025-01-01 05:11:08,2025-01-01,5,Morning,Wednesday,January,1,South Africa,Africa,/contact,GET,200,12783,2018,55+,Female,54.144.17.111,Chrome/Mac
2025-01-01 05:14:46,2025-01-01,5,Morning,Wednesday,January,1,Nigeria,Africa,/,GET,200,44675,702,25-34,Male,191.12.246.79,Chrome/Windows
2025-01-01 06:15:49,2025-01-01,6,Morning,Wednesday,January,1,South Africa,Africa,/,GET,200,31216,2208,25-34,Female,137.76.203.64,Safari/Mac
2025-01-01 06:50:40,2025-01-01,6,Morning,Wednesday,January,1,Nigeria,Africa,/about,GET,404,36675,344,35-44,Male,219.216.132.85,Chrome/Android
2025-01-01 06:57:01,2025-01-01,6,Morning,Wednesday,January,1,United Kingdom,Europe,/,GET,404,43241,2101,35-44,Non-binary,222.57.216.205,Safari/iOS
2025-01-01 07:33:53,2025-01-01,7,Morning,Wednesday,January,1,India,Asia,/about,GET,404,46989,2899,25-34,Male,223.41.92.167,Chrome/Mac
2025-01-01 07:41:04,2025-01-01,7,Morning,Wednesday,January,1,Kenya,Africa,/contact,GET,500,19447,91,25-34,Female,202.227.62.51,Firefox/Windows
2025-01-01 07:44:46,2025-01-01,7,Morning,Wednesday,January,1,United States,North America,/schedule-demo,POST,200,47509,1984,55+,Male,139.173.4.112,Chrome/Mac
2025-01-01 08:04:10,2025-01-01,8,Morning,Wednesday,January,1,United Kingdom,Europe,/events,GET,200,27742,483,25-34,Male,80.72.143.226,Safari/Mac
2025-01-01 08:10:29,2025-01-01,8,Morning,Wednesday,January,1,Nigeria,Africa,/events,POST,500,5396,1407,35-44,Male,90.242.241.162,Chrome/Windows
2025-01-01 08:34:03,2025-01-01,8,Morning,Wednesday,January,1,Brazil,South America,/about,GET,404,2903,945,35-44,Female,145.72.64.158,Chrome/Android
2025-01-01 08:37:49,2025-01-01,8,Morning,Wednesday,January,1,United Kingdom,Europe,/about,GET,200,51982,337,45-54,Female,195.61.96.105,Edge/Windows
2025-01-01 08:43:42,2025-01-01,8,Morning,Wednesday,January,1,India,Asia,/pricing,POST,200,64703,1478,45-54,Male,155.155.22.148,Chrome/Android
2025-01-01 08:50:15,2025-01-01,8,Morning,Wednesday,January,1,United States,North America,/,GET,302,39235,2497,55+,Male,128.214.64.208,Safari/Mac
2025-01-01 09:02:46,2025-01-01,9,Morning,Wednesday,January,1,Botswana,Africa,/ai-assistant,POST,200,42032,1490,35-44,Female,207.214.18.195,Safari/Mac
2025-01-01 09:15:56,2025-01-01,9,Morning,Wednesday,January,1,Kenya,Africa,/,GET,200,32536,1970,45-54,Male,160.181.68.212,Firefox/Windows
2025-01-01 09:36:33,2025-01-01,9,Morning,Wednesday,January,1,United States,North America,/,GET,200,39091,1303,18-24,Male,104.158.35.41,Chrome/Mac
2025-01-01 09:36:49,2025-01-01,9,Morning,Wednesday,January,1,United Kingdom,Europe,/ai-assistant,GET,200,58666,1396,45-54,Female,168.225.141.139,Chrome/Windows
2025-01-01 09:54:50,2025-01-01,9,Morning,Wednesday,January,1,Nigeria,Africa,/events,GET,200,57032,1737,55+,Male,193.110.198.81,Edge/Windows
2025-01-01 10:02:09,2025-01-01,10,Morning,Wednesday,January,1,Germany,Europe,/,POST,200,4795,2928,25-34,Male,5.54.222.147,Chrome/Android
2025-01-01 10:42:07,2025-01-01,10,Morning,Wednesday,January,1,Brazil,South America,/schedule-demo,GET,200,43686,360,18-24,Female,122.124.48.73,Chrome/Android
2025-01-01 10:51:39,2025-01-01,10,Morning,Wednesday,January,1,Nigeria,Africa,/schedule-demo,GET,302,11809,822,25-34,Male,194.52.166.168,Chrome/Android
2025-01-01 10:52:47,2025-01-01,10,Morning,Wednesday,January,1,Botswana,Africa,/,GET,200,13001,123,25-34,Female,220.201.106.247,Chrome/Android
2025-01-01 11:27:50,2025-01-01,11,Morning,Wednesday,January,1,Zambia,Africa,/ai-assistant,POST,500,17031,2844,25-34,Female,17.228.72.58,Safari/Mac
2025-01-01 11:30:25,2025-01-01,11,Morning,Wednesday,January,1,South Africa,Africa,/pricing,GET,200,1625,2149,55+,Non-binary,218.223.78.244,Safari/iOS
2025-01-01 12:20:53,2025-01-01,12,Afternoon,Wednesday,January,1,Kenya,Africa,/,GET,200,4862,81,55+,Female,199.61.63.110,Safari/Mac
2025-01-01 12:24:20,2025-01-01,12,Afternoon,Wednesday,January,1,United Kingdom,Europe,/events,GET,200,37375,1101,18-24,Male,208.110.188.244,Safari/iOS
2025-01-01 12:27:24,2025-01-01,12,Afternoon,Wednesday,January,1,India,Asia,/about,GET,200,46701,1623,55+,Male,220.101.149.61,Chrome/Android
2025-01-01 12:59:31,2025-01-01,12,Afternoon,Wednesday,January,1,Germany,Europe,/events,GET,404,14872,1074,35-44,Male,137.6.210.2,Edge/Windows
2025-01-01 13:01:11,2025-01-01,13,Afternoon,Wednesday,January,1,India,Asia,/pricing,POST,500,60205,2308,45-54,Female,204.211.5.206,Chrome/Android
2025-01-01 13:31:44,2025-01-01,13,Afternoon,Wednesday,January,1,Nigeria,Africa,/schedule-demo,GET,200,33851,769,55+,Female,161.232.96.185,Chrome/Windows
2025-01-01 13:54:58,2025-01-01,13,Afternoon,Wednesday,January,1,United States,North America,/events,GET,200,40242,834,35-44,Female,197.181.219.144,Chrome/Windows
2025-01-01 13:55:56,2025-01-01,13,Afternoon,Wednesday,January,1,Germany,Europe,/,GET,200,14734,826,25-34,Female,128.50.183.115,Safari/iOS
2025-01-01 14:03:08,2025-01-01,14,Afternoon,Wednesday,January,1,Kenya,Africa,/,GET,200,22507,1373,18-24,Male,195.174.128.20,Chrome/Mac
2025-01-01 14:29:55,2025-01-01,14,Afternoon,Wednesday,January,1,South Africa,Africa,/schedule-demo,GET,200,2040,2479,18-24,Male,222.217.221.172,Edge/Windows
2025-01-01 14:37:09,2025-01-01,14,Afternoon,Wednesday,January,1,United States,North America,/about,POST,200,5431,2594,45-54,Male,194.240.162.96,Chrome/Mac
2025-01-01 15:13:54,2025-01-01,15,Afternoon,Wednesday,January,1,Botswana,Africa,/ai-assistant,GET,301,8666,1587,45-54,Male,3.108.253.7,Chrome/Windows
2025-01-01 15:46:26,2025-01-01,15,Afternoon,Wednesday,January,1,Botswana,Africa,/ai-assistant,GET,200,20385,606,18-24,Male,63.207.66.20,Safari/iOS
2025-01-01 15:52:21,2025-01-01,15,Afternoon,Wednesday,January,1,South Africa,Africa,/,POST,500,30209,922,45-54,Male,83.195.112.217,Chrome/Mac
2025-01-01 16:05:28,2025-01-01,16,Afternoon,Wednesday,January,1,United Kingdom,Europe,/ai-assistant,GET,200,49209,1875,55+,Male,82.103.112.208,Chrome/Windows
2025-01-01 16:16:18,2025-01-01,16,Afternoon,Wednesday,January,1,United States,North America,/about,POST,200,23071,297,18-24,Male,72.113.89.211,Edge/Windows
2025-01-01 16:54:03,2025-01-01,16,Afternoon,Wednesday,January,1,Kenya,Africa,/ai-assistant,GET,200,57533,2657,35-44,Male,203.26.69.209,Chrome/Android
2025-01-01 16:59:24,2025-01-01,16,Afternoon,Wednesday,January,1,Nigeria,Africa,/ai-assistant,GET,200,12736,2536,55+,Female,138.39.202.179,Chrome/Windows
2025-01-01 17:20:38,2025-01-01,17,Evening,Wednesday,January,1,Brazil,South America,/schedule-demo,GET,404,37816,2060,25-34,Male,222.201.193.132,Safari/Mac
2025-01-01 17:54:43,2025-01-01,17,Evening,Wednesday,January,1,Zimbabwe,Africa,/about,POST,301,33108,1813,25-34,Male,165.15.26.96,Chrome/Mac
2025-01-01 18:14:13,2025-01-01,18,Evening,Wednesday,January,1,Germany,Europe,/,GET,200,50989,1745,45-54,Female,203.201.190.89,Safari/iOS
2025-01-01 18:24:47,2025-01-01,18,Evening,Wednesday,January,1,United Kingdom,Europe,/,GET,200,29017,1246,18-24,Female,208.76.185.60,Safari/Mac
2025-01-01 18:32:28,2025-01-01,18,Evening,Wednesday,January,1,South Africa,Africa,/schedule-demo,GET,200,20153,1011,25-34,Male,159.62.225.215,Chrome/Windows
2025-01-01 18:37:46,2025-01-01,18,Evening,Wednesday,January,1,United Kingdom,Europe,/ai-assistant,POST,200,55485,961,35-44,Male,173.13.195.128,Chrome/Windows
2025-01-01 18:47:28,2025-01-01,18,Evening,Wednesday,January,1,United States,North America,/ai-assistant,GET,200,46825,316,18-24,Female,55.236.224.14,Chrome/Mac
2025-01-01 18:55:09,2025-01-01,18,Evening,Wednesday,January,1,United States,North America,/ai-assistant,POST,404,63944,267,18-24,Female,212.206.199.47,Chrome/Windows
2025-01-01 18:59:23,2025-01-01,18,Evening,Wednesday,January,1,Nigeria,Africa,/ai-assistant,GET,200,1397,78,35-44,Female,190.127.15.197,Chrome/Android
2025-01-01 19:34:14,2025-01-01,19,Evening,Wednesday,January,1,Nigeria,Africa,/about,GET,200,58805,1143,35-44,Female,24.229.165.162,Firefox/Windows
2025-01-01 20:05:10,2025-01-01,20,Evening,Wednesday,January,1,Kenya,Africa,/,POST,200,13190,1259,35-44,Male,217.155.208.251,Chrome/Android
2025-01-01 20:17:00,2025-01-01,20,Evening,Wednesday,January,1,United Kingdom,Europe,/,GET,404,31966,2457,35-44,Male,150.155.33.6,Chrome/Android
2025-01-01 20:55:42,2025-01-01,20,Evening,Wednesday,January,1,Nigeria,Africa,/ai-assistant,GET,301,41666,1706,35-44,Female,18.152.101.143,Safari/iOS
2025-01-01 22:07:50,2025-01-01,22,Night,Wednesday,January,1,United States,North America,/events,GET,200,60702,2668,35-44,Male,211.199.66.76,Firefox/Windows
2025-01-01 23:03:00,2025-01-01,23,Night,Wednesday,January,1,Botswana,Africa,/,GET,200,50681,1524,18-24,Female,170.73.203.8,Chrome/Windows
2025-01-02 00:03:18,2025-01-02,0,Night,Thursday,January,1,Botswana,Africa,/schedule-demo,GET,200,28404,2749,25-34,Male,198.142.116.234,Chrome/Mac
2025-01-02 00:28:32,2025-01-02,0,Night,Thursday,January,1,Nigeria,Africa,/,POST,301,48644,325,45-54,Female,164.215.202.171,Edge/Windows
2025-01-02 00:40:49,2025-01-02,0,Night,Thursday,January,1,United States,North America,/pricing,GET,302,29755,702,18-24,Female,209.139.241.233,Chrome/Mac
2025-01-02 00:43:26,2025-01-02,0,Night,Thursday,January,1,Zimbabwe,Africa,/schedule-demo,GET,404,64760,1173,55+,Female,72.174.240.75,Safari/Mac
2025-01-02 01:06:13,2025-01-02,1,Night,Thursday,January,1,United Kingdom,Europe,/schedule-demo,POST,200,12963,697,35-44,Female,73.76.120.20,Chrome/Android
2025-01-02 01:06:24,2025-01-02,1,Night,Thursday,January,1,Kenya,Africa,/,POST,500,59581,1680,18-24,Male,97.48.64.220,Chrome/Android
2025-01-02 01:56:48,2025-01-02,1,Night,Thursday,January,1,Germany,Europe,/events,GET,200,29589,2934,55+,Female,181.25.143.33,Chrome/Mac
2025-01-02 01:58:54,2025-01-02,1,Night,Thursday,January,1,United Kingdom,Europe,/ai-assistant,GET,200,62573,398,35-44,Female,116.83.20.41,Firefox/Windows
2025-01-02 02:16:23,2025-01-02,2,Night,Thursday,January,1,Botswana,Africa,/events,GET,200,59995,2175,18-24,Male,67.36.108.162,Edge/Windows
2025-01-02 02:43:11,2025-01-02,2,Night,Thursday,January,1,Germany,Europe,/ai-assistant,GET,500,20485,469,45-54,Female,26.183.22.251,Firefox/Windows
2025-01-02 02:55:50,2025-01-02,2,Night,Thursday,January,1,India,Asia,/ai-assistant,GET,200,37811,2017,18-24,Female,218.93.89.106,Firefox/Windows
2025-01-02 03:00:12,2025-01-02,3,Night,Thursday,January,1,United Kingdom,Europe,/about,POST,200,42069,524,25-34,Male,88.230.176.185,Edge/Windows
2025-01-02 03:03:55,2025-01-02,3,Night,Thursday,January,1,South Africa,Africa,/schedule-demo,GET,200,16447,2631,55+,Female,193.175.73.133,Safari/Mac
2025-01-02 03:13:26,2025-01-02,3,Night,Thursday,January,1,Nigeria,Africa,/schedule-demo,GET,404,2925,1701,25-34,Female,18.152.106.192,Chrome/Android
2025-01-02 03:48:33,2025-01-02,3,Night,Thursday,January,1,Australia,Oceania,/schedule-demo,GET,301,5849,2040,18-24,Female,79.217.182.138,Chrome/Android
2025-01-02 04:00:49,2025-01-02,4,Night,Thursday,January,1,South Africa,Africa,/schedule-demo,GET,500,53965,1896,25-34,Female,204.226.181.113,Edge/Windows
2025-01-02 04:01:10,2025-01-02,4,Night,Thursday,January,1,United Kingdom,Europe,/pricing,GET,200,18129,588,25-34,Male,216.167.125.139,Edge/Windows
2025-01-02 04:01:26,2025-01-02,4,Night,Thursday,January,1,Nigeria,Africa,/pricing,POST,200,15215,815,18-24,Male,11.134.25.86,Chrome/Windows
2025-01-02 04:07:44,2025-01-02,4,Night,Thursday,January,1,Zimbabwe,Africa,/events,GET,200,2509,1883,18-24,Female,159.148.190.12,Chrome/Windows
2025-01-02 04:20:50,2025-01-02,4,Night,Thursday,January,1,South Africa,Africa,/ai-assistant,GET,200,60853,1048,45-54,Male,130.210.63.71,Safari/iOS
2025-01-02 05:01:31,2025-01-02,5,Morning,Thursday,January,1,United States,North America,/,GET,500,64037,144,45-54,Female,125.115.47.129,Chrome/Mac
2025-01-02 05:23:44,2025-01-02,5,Morning,Thursday,January,1,India,Asia,/,GET,200,22598,1365,25-34,Female,183.75.151.201,Chrome/Windows
2025-01-02 05:36:44,2025-01-02,5,Morning,Thursday,January,1,India,Asia,/schedule-demo,GET,403,23387,2188,55+,Female,2.114.253.62,Chrome/Windows
2025-01-02 05:40:29,2025-01-02,5,Morning,Thursday,January,1,United States,North America,/schedule-demo,GET,200,6034,2447,18-24,Non-binary,187.151.218.222,Chrome/Windows
2025-01-02 05:42:29,2025-01-02,5,Morning,Thursday,January,1,United States,North America,/pricing,GET,404,34047,357,18-24,Male,218.180.198.181,Chrome/Android
2025-01-02 05:44:51,2025-01-02,5,Morning,Thursday,January,1,South Africa,Africa,/pricing,GET,200,54203,1074,45-54,Male,131.43.79.76,Safari/iOS
2025-01-02 05:45:26,2025-01-02,5,Morning,Thursday,January,1,United Kingdom,Europe,/,GET,200,11059,1223,18-24,Female,202.71.217.154,Chrome/Android
2025-01-02 05:58:26,2025-01-02,5,Morning,Thursday,January,1,South Africa,Africa,/,GET,301,15899,320,35-44,Female,210.180.133.138,Edge/Windows
2025-01-02 06:12:08,2025-01-02,6,Morning,Thursday,January,1,United Kingdom,Europe,/schedule-demo,GET,200,60159,1575,18-24,Female,170.162.198.9,Chrome/Windows
2025-01-02 06:19:09,2025-01-02,6,Morning,Thursday,January,1,United Kingdom,Europe,/ai-assistant,POST,200,24585,2106,18-24,Male,152.194.5.4,Chrome/Windows
2025-01-02 07:03:32,2025-01-02,7,Morning,Thursday,January,1,Zimbabwe,Africa,/events,POST,302,45849,2553,45-54,Female,36.35.188.44,Safari/Mac
2025-01-02 07:28:26,2025-01-02,7,Morning,Thursday,January,1,Germany,Europe,/events,GET,200,48431,1777,25-34,Male,176.113.228.167,Chrome/Mac
2025-01-02 07:48:15,2025-01-02,7,Morning,Thursday,January,1,United States,North America,/,GET,200,28976,2016,55+,Female,209.232.209.173,Firefox/Windows
2025-01-02 08:32:18,2025-01-02,8,Morning,Thursday,January,1,United Kingdom,Europe,/,GET,200,3904,2910,25-34,Female,33.205.7.120,Edge/Windows
2025-01-02 08:36:14,2025-01-02,8,Morning,Thursday,January,1,United Kingdom,Europe,/schedule-demo,GET,200,59980,1660,45-54,Female,223.226.46.149,Safari/Mac
2025-01-02 08:38:37,2025-01-02,8,Morning,Thursday,January,1,India,Asia,/,POST,200,39512,705,55+,Female,189.160.227.104,Chrome/Mac
2025-01-02 08:53:24,2025-01-02,8,Morning,Thursday,January,1,United States,North America,/schedule-demo,GET,404,47276,882,35-44,Male,196.199.76.100,Chrome/Mac
2025-01-02 08:55:26,2025-01-02,8,Morning,Thursday,January,1,India,Asia,/,POST,404,41439,1701,35-44,Male,86.92.21.82,Firefox/Windows
2025-01-02 08:58:05,2025-01-02,8,Morning,Thursday,January,1,United States,North America,/,GET,200,42315,2060,25-34,Non-binary,75.229.240.26,Chrome/Windows
2025-01-02 09:29:12,2025-01-02,9,Morning,Thursday,January,1,Nigeria,Africa,/schedule-demo,GET,200,33223,2707,45-54,Male,210.98.59.52,Safari/Mac
2025-01-02 09:53:15,2025-01-02,9,Morning,Thursday,January,1,United States,North America,/events,GET,200,24961,100,55+,Female,156.118.162.45,Safari/Mac
2025-01-02 09:53:30,2025-01-02,9,Morning,Thursday,January,1,Nigeria,Africa,/schedule-demo,POST,404,36461,2175,18-24,Male,52.83.120.184,Safari/Mac
2025-01-02 09:59:49,2025-01-02,9,Morning,Thursday,January,1,Zambia,Africa,/,GET,200,53058,2134,18-24,Male,222.5.188.165,Safari/iOS
2025-01-02 10:21:03,2025-01-02,10,Morning,Thursday,January,1,United Kingdom,Europe,/,GET,200,63162,1371,25-34,Male,211.207.66.225,Chrome/Windows
2025-01-02 10:31:01,2025-01-02,10,Morning,Thursday,January,1,South Africa,Africa,/events,GET,200,26260,833,25-34,Female,213.192.220.135,Chrome/Android
2025-01-02 10:37:31,2025-01-02,10,Morning,Thursday,January,1,United States,North America,/pricing,GET,200,33185,229,18-24,Female,205.117.82.103,Chrome/Android
2025-01-02 10:44:25,2025-01-02,10,Morning,Thursday,January,1,Botswana,Africa,/pricing,GET,200,5315,876,35-44,Male,53.2.182.248,Edge/Windows
2025-01-02 10:47:43,2025-01-02,10,Morning,Thursday,January,1,South Africa,Africa,/events,GET,404,48793,341,35-44,Non-binary,203.156.90.215,Chrome/Windows
2025-01-02 10:49:00,2025-01-02,10,Morning,Thursday,January,1,South Africa,Africa,/pricing,POST,200,6679,1912,45-54,Male,37.54.40.36,Firefox/Windows
2025-01-02 11:12:56,2025-01-02,11,Morning,Thursday,January,1,Brazil,South America,/ai-assistant,GET,404,15388,2352,35-44,Female,97.21.172.255,Edge/Windows
2025-01-02 11:40:03,2025-01-02,11,Morning,Thursday,January,1,United Kingdom,Europe,/ai-assistant,POST,200,41324,367,45-54,Female,87.82.230.81,Chrome/Windows
2025-01-02 11:56:24,2025-01-02,11,Morning,Thursday,January,1,Zimbabwe,Africa,/,POST,200,34659,2453,35-44,Female,79.77.207.147,Safari/iOS
2025-01-02 12:02:16,2025-01-02,12,Afternoon,Thursday,January,1,Zimbabwe,Africa,/,POST,302,45251,267,35-44,Female,21.216.29.92,Chrome/Windows
2025-01-02 12:11:15,2025-01-02,12,Afternoon,Thursday,January,1,Botswana,Africa,/events,GET,404,11680,2393,35-44,Male,186.65.203.230,Safari/Mac
2025-01-02 12:14:07,2025-01-02,12,Afternoon,Thursday,January,1,Brazil,South America,/schedule-demo,GET,200,28453,1700,25-34,Female,22.11.163.100,Chrome/Windows
2025-01-02 12:17:36,2025-01-02,12,Afternoon,Thursday,January,1,South Africa,Africa,/,GET,403,57785,995,25-34,Male,8.78.252.137,Edge/Windows
2025-01-02 12:31:26,2025-01-02,12,Afternoon,Thursday,January,1,Botswana,Africa,/schedule-demo,POST,200,48418,1066,35-44,Male,203.68.82.96,Safari/iOS
2025-01-02 12:45:15,2025-01-02,12,Afternoon,Thursday,January,1,United States,North America,/schedule-demo,POST,200,38050,2604,25-34,Female,112.133.3.235,Chrome/Android
2025-01-02 12:46:21,2025-01-02,12,Afternoon,Thursday,January,1,South Africa,Africa,/,GET,301,51500,1532,35-44,Male,197.118.34.177,Edge/Windows
2025-01-02 12:55:59,2025-01-02,12,Afternoon,Thursday,January,1,Australia,Oceania,/,GET,200,37512,87,18-24,Male,155.188.238.128,Chrome/Mac
2025-01-02 13:17:26,2025-01-02,13,Afternoon,Thursday,January,1,Germany,Europe,/,GET,302,3782,1298,18-24,Female,28.205.135.183,Safari/Mac
2025-01-02 13:27:24,2025-01-02,13,Afternoon,Thursday,January,1,United Kingdom,Europe,/events,GET,500,49754,1270,35-44,Male,24.9.77.191,Safari/Mac
2025-01-02 13:36:06,2025-01-02,13,Afternoon,Thursday,January,1,Nigeria,Africa,/schedule-demo,GET,404,14481,1004,45-54,Female,85.66.30.222,Chrome/Windows
2025-01-02 13:38:14,2025-01-02,13,Afternoon,Thursday,January,1,India,Asia,/,GET,200,1166,2927,25-34,Male,216.43.160.43,Chrome/Windows
2025-01-02 13:49:18,2025-01-02,13,Afternoon,Thursday,January,1,Kenya,Africa,/ai-assistant,GET,200,5788,2794,55+,Female,201.134.218.110,Safari/Mac
2025-01-02 13:50:53,2025-01-02,13,Afternoon,Thursday,January,1,Kenya,Africa,/ai-assistant,GET,200,22482,2473,25-34,Male,215.151.222.197,Safari/iOS
2025-01-02 14:29:05,2025-01-02,14,Afternoon,Thursday,January,1,United States,North America,/,GET,500,61744,1268,18-24,Female,209.84.237.22,Chrome/Mac
2025-01-02 15:23:46,2025-01-02,15,Afternoon,Thursday,January,1,United Kingdom,Europe,/ai-assistant,GET,200,30059,2291,55+,Female,153.190.131.192,Safari/Mac
2025-01-02 15:33:52,2025-01-02,15,Afternoon,Thursday,January,1,Germany,Europe,/schedule-demo,POST,200,11900,839,18-24,Female,131.5.228.189,Chrome/Windows
2025-01-02 15:40:29,2025-01-02,15,Afternoon,Thursday,January,1,United Kingdom,Europe,/ai-assistant,POST,200,63289,916,25-34,Female,216.114.139.7,Firefox/Windows
2025-01-02 15:48:41,2025-01-02,15,Afternoon,Thursday,January,1,India,Asia,/,GET,200,29834,723,25-34,Female,100.23.228.74,Chrome/Android
2025-01-02 15:57:09,2025-01-02,15,Afternoon,Thursday,January,1,Germany,Europe,/ai-assistant,POST,200,9994,499,35-44,Female,222.172.26.57,Firefox/Windows
2025-01-02 16:01:39,2025-01-02,16,Afternoon,Thursday,January,1,India,Asia,/schedule-demo,GET,200,41663,2606,18-24,Female,170.16.81.76,Chrome/Windows
2025-01-02 16:19:54,2025-01-02,16,Afternoon,Thursday,January,1,Kenya,Africa,/ai-assistant,GET,301,26569,269,35-44,Female,166.251.144.160,Chrome/Android
2025-01-02 16:23:53,2025-01-02,16,Afternoon,Thursday,January,1,Zambia,Africa,/schedule-demo,GET,500,38119,1363,45-54,Female,141.178.73.191,Chrome/Windows
2025-01-02 16:32:15,2025-01-02,16,Afternoon,Thursday,January,1,Botswana,Africa,/,POST,200,46467,1409,35-44,Male,102.248.194.68,Chrome/Windows
2025-01-02 16:39:58,2025-01-02,16,Afternoon,Thursday,January,1,South Africa,Africa,/schedule-demo,GET,200,24209,1772,25-34,Female,25.91.14.105,Safari/Mac
2025-01-02 17:33:41,2025-01-02,17,Evening,Thursday,January,1,United States,North America,/pricing,POST,403,26910,201,25-34,Female,67.107.169.84,Edge/Windows
2025-01-02 17:49:27,2025-01-02,17,Evening,Thursday,January,1,South Africa,Africa,/ai-assistant,GET,200,50660,1554,35-44,Female,161.240.77.192,Edge/Windows
2025-01-02 18:04:09,2025-01-02,18,Evening,Thursday,January,1,United Kingdom,Europe,/,GET,200,19239,2401,35-44,Female,190.95.161.66,Chrome/Mac
2025-01-02 18:07:30,2025-01-02,18,Evening,Thursday,January,1,Germany,Europe,/,GET,200,547,2328,35-44,Female,173.57.94.197,Edge/Windows
2025-01-02 18:16:35,2025-01-02,18,Evening,Thursday,January,1,Botswana,Africa,/,GET,200,37454,1972,18-24,Male,181.147.151.60,Safari/iOS
2025-01-02 18:25:20,2025-01-02,18,Evening,Thursday,January,1,Nigeria,Africa,/schedule-demo,GET,200,43841,639,18-24,Male,161.139.173.46,Safari/Mac
2025-01-02 19:06:18,2025-01-02,19,Evening,Thursday,January,1,Kenya,Africa,/pricing,GET,200,24787,1005,25-34,Male,189.2.92.31,Firefox/Windows
2025-01-02 19:09:23,2025-01-02,19,Evening,Thursday,January,1,Zimbabwe,Africa,/,GET,200,39559,217,35-44,Female,82.39.45.216,Chrome/Windows
2025-01-02 19:40:15,2025-01-02,19,Evening,Thursday,January,1,Kenya,Africa,/,GET,200,19485,521,25-34,Female,210.197.56.107,Safari/Mac
2025-01-02 19:56:48,2025-01-02,19,Evening,Thursday,January,1,Nigeria,Africa,/schedule-demo,GET,200,19527,1406,18-24,Female,117.186.64.141,Edge/Windows
2025-01-02 19:57:46,2025-01-02,19,Evening,Thursday,January,1,United States,North America,/pricing,GET,200,10565,161,18-24,Male,219.226.119.162,Safari/Mac
2025-01-02 20:21:59,2025-01-02,20,Evening,Thursday,January,1,United Kingdom,Europe,/schedule-demo,GET,200,55008,1085,45-54,Male,47.39.185.212,Edge/Windows
2025-01-02 20:30:13,2025-01-02,20,Evening,Thursday,January,1,United Kingdom,Europe,/,GET,301,64674,1219,18-24,Non-binary,49.4.103.71,Safari/Mac
